user_id, label, start_date         , end_date
AKI3229,     0,                    , 
AKK2125,     0,                    , 
AKL1305,     0,                    , 
AKL1605,     0,                    , 
AKP3573,     0,                    , 
AKS0298,     0,                    , 
AKS3496,     0,                    , 
AKS3705,     0,                    , 
AKW1679,     0,                    , 
ALB1254,     0,                    , 
ALB2395,     0,                    , 
ALB3649,     0,                    , 
ALC1060,     0,                    , 
ALD3508,     0,                    , 
ALH1494,     0,                    , 
ALH1872,     0,                    , 
ALH2916,     0,                    , 
ALL0289,     0,                    , 
ALN2046,     0,                    , 
ALP2955,     0,                    , 
ALS2596,     0,                    , 
ALS2669,     0,                    , 
ALS3440,     0,                    , 
ALT1354,     0,                    , 
AMA2808,     0,                    , 
AMB3100,     0,                    , 
AMB3208,     0,                    , 
AMD2728,     0,                    , 
AME0732,     0,                    , 
AME1361,     0,                    , 
AME1490,     0,                    , 
AMH1481,     0,                    , 
AMH3562,     0,                    , 
AMJ2374,     0,                    , 
AMJ3174,     0,                    , 
AMM0734,     0,                    , 
AMM3906,     0,                    , 
AMN0911,     0,                    , 
AMO0582,     0,                    , 
AMR0197,     0,                    , 
AMS0630,     0,                    , 
AMS0712,     0,                    , 
ANB0938,     0,                    , 
ANB2766,     0,                    , 
ANC1319,     0,                    , 
ANC1834,     0,                    , 
ANC1950,     0,                    , 
ANF3332,     0,                    , 
ANH2482,     0,                    , 
ANH3059,     0,                    , 
ANK0777,     0,                    , 
ANL3024,     0,                    , 
ANM0564,     0,                    , 
ANO2653,     0,                    , 
AOC0982,     0,                    , 
AOD2178,     0,                    , 
AOM1457,     0,                    , 
AOP1542,     0,                    , 
APA1788,     0,                    , 
APB1122,     0,                    , 
APB3823,     0,                    , 
APC3043,     0,                    , 
APD0381,     0,                    , 
APH2985,     0,                    , 
APM0190,     0,                    , 
APP1054,     0,                    , 
APP1996,     0,                    , 
APP2488,     0,                    , 
APP3678,     0,                    , 
APS1968,     0,                    , 
APS3553,     0,                    , 
APS3701,     0,                    , 
ARB0208,     0,                    , 
ARB2515,     0,                    , 
ARB3934,     0,                    , 
ARC1223,     0,                    , 
ARC1725,     0,                    , 
ARC2809,     0,                    , 
ARC3034,     0,                    , 
ARF0575,     0,                    , 
ARG0441,     0,                    , 
ARG3554,     0,                    , 
ARH1610,     0,                    , 
ARH2097,     0,                    , 
ARH2262,     0,                    , 
ARJ0912,     0,                    , 
ARK3198,     0,                    , 
ARL2672,     0,                    , 
ARM0076,     0,                    , 
ARM0771,     0,                    , 
ARP1144,     0,                    , 
ARS3506,     0,                    , 
ARV0704,     0,                    , 
ARW0818,     0,                    , 
ARW1507,     0,                    , 
ARZ3464,     0,                    , 
ASC0177,     0,                    , 
ASD0993,     0,                    , 
ASD3348,     0,                    , 
ASF1136,     0,                    , 
ASG0072,     0,                    , 
ASH0142,     0,                    , 
ASH1710,     0,                    , 
ASK0599,     0,                    , 
ASK2349,     0,                    , 
ASM3771,     0,                    , 
ASM3925,     0,                    , 
ASP2895,     0,                    , 
ASS0120,     0,                    , 
ASS0280,     0,                    , 
ASS2760,     0,                    , 
ASW1918,     0,                    , 
ATB1273,     0,                    , 
ATC0218,     0,                    , 
ATC1587,     0,                    , 
ATD0146,     0,                    , 
ATF3708,     0,                    , 
ATF3951,     0,                    , 
ATH0225,     0,                    , 
ATH0720,     0,                    , 
ATM1003,     0,                    , 
ATM1615,     0,                    , 
ATP2680,     0,                    , 
ATR1677,     0,                    , 
ATR2560,     0,                    , 
ATR3231,     0,                    , 
ATT0293,     0,                    , 
ATT1191,     0,                    , 
AUA0826,     0,                    , 
AUG2242,     0,                    , 
AUI2464,     0,                    , 
AUR1359,     0,                    , 
AVC2328,     0,                    , 
AVH0566,     0,                    , 
AVH2360,     0,                    , 
AVH3584,     0,                    , 
AVP3044,     0,                    , 
AVS2317,     0,                    , 
AVT0526,     0,                    , 
AVV2056,     0,                    , 
AWB2282,     0,                    , 
AWH2466,     0,                    , 
AWM2286,     0,                    , 
AWV0836,     0,                    , 
AWW0254,     0,                    , 
AXL0479,     0,                    , 
AXW3243,     0,                    , 
AYA3962,     0,                    , 
AYD2775,     0,                    , 
AYL1635,     0,                    , 
AYP3586,     0,                    , 
AYS0110,     0,                    , 
AYS1628,     0,                    , 
AZA1012,     0,                    , 
AZB1225,     0,                    , 
AZG2343,     0,                    , 
AZK0622,     0,                    , 
BAA2451,     0,                    , 
BAB0518,     0,                    , 
BAB0541,     0,                    , 
BAB1619,     0,                    , 
BAB2968,     0,                    , 
BAC2914,     0,                    , 
BAC3730,     0,                    , 
BAG2641,     0,                    , 
BAH1259,     0,                    , 
BAH3684,     0,                    , 
BAL2366,     0,                    , 
BAL3618,     0,                    , 
BAO2928,     0,                    , 
BAR3420,     0,                    , 
BAT3066,     0,                    , 
BAV0390,     0,                    , 
BAW0780,     0,                    , 
BAW1019,     0,                    , 
BBA1230,     0,                    , 
BBB3612,     0,                    , 
BBC3733,     0,                    , 
BBF2388,     0,                    , 
BBH1056,     0,                    , 
BBH2509,     0,                    , 
BBH3587,     0,                    , 
BBH3779,     0,                    , 
BBM1701,     0,                    , 
BBM2604,     0,                    , 
BBM3688,     0,                    , 
BBP1093,     0,                    , 
BBT0062,     0,                    , 
BBT1948,     0,                    , 
BBV3875,     0,                    , 
BBW0594,     0,                    , 
BCB0294,     0,                    , 
BCB0521,     0,                    , 
BCB0909,     0,                    , 
BCB2072,     0,                    , 
BCB2676,     0,                    , 
BCC0456,     0,                    , 
BCC2536,     0,                    , 
BCG1029,     0,                    , 
BCH1138,     0,                    , 
BCH1656,     0,                    , 
BCH3651,     0,                    , 
BCL2082,     0,                    , 
BCM3794,     0,                    , 
BCO0877,     0,                    , 
BCO2338,     0,                    , 
BCS1604,     0,                    , 
BCS2912,     0,                    , 
BCW3480,     0,                    , 
BCZ1345,     0,                    , 
BDA1906,     0,                    , 
BDB2163,     0,                    , 
BDH0472,     0,                    , 
BDJ3001,     0,                    , 
BDJ3326,     0,                    , 
BDK0854,     0,                    , 
BDL1065,     0,                    , 
BDM3662,     0,                    , 
BDP0031,     0,                    , 
BDP3912,     0,                    , 
BDR0510,     0,                    , 
BDU0497,     0,                    , 
BDV2474,     0,                    , 
BDW1459,     0,                    , 
BEA0311,     0,                    , 
BEB1022,     0,                    , 
BEG3521,     0,                    , 
BEH0103,     0,                    , 
BEH2307,     0,                    , 
BEH2967,     0,                    , 
BEW1426,     0,                    , 
BFD1111,     0,                    , 
BFR3250,     0,                    , 
BGA0892,     0,                    , 
BGA2301,     0,                    , 
BGB3045,     0,                    , 
BGH2610,     0,                    , 
BGH2861,     0,                    , 
BGK0603,     0,                    , 
BGM1226,     0,                    , 
BGM2545,     0,                    , 
BGN3820,     0,                    , 
BGR1991,     0,                    , 
BGS0751,     0,                    , 
BGW1739,     0,                    , 
BHB2598,     0,                    , 
BHC0492,     0,                    , 
BHC2049,     0,                    , 
BHC2344,     0,                    , 
BHD0598,     0,                    , 
BHD2088,     0,                    , 
BHE1709,     0,                    , 
BHG0258,     0,                    , 
BHG3238,     0,                    , 
BHK2196,     0,                    , 
BHM0430,     0,                    , 
BHN2290,     0,                    , 
BHS1917,     0,                    , 
BHW2476,     0,                    , 
BIG3946,     0,                    , 
BIT2790,     0,                    , 
BJA1137,     0,                    , 
BJC0366,     0,                    , 
BJC3423,     0,                    , 
BJE0351,     0,                    , 
BJF0511,     0,                    , 
BJG0662,     0,                    , 
BJH3294,     0,                    , 
BJH3402,     0,                    , 
BJM2491,     0,                    , 
BJM3236,     0,                    , 
BJP0186,     0,                    , 
BJR0774,     0,                    , 
BJR0940,     0,                    , 
BJS0053,     0,                    , 
BJS0744,     0,                    , 
BJV2631,     0,                    , 
BJW2134,     0,                    , 
BJW3558,     0,                    , 
BKA0175,     0,                    , 
BKB0853,     0,                    , 
BKC2698,     0,                    , 
BKC3473,     0,                    , 
BKF0427,     0,                    , 
BKF1545,     0,                    , 
BKF2204,     0,                    , 
BKM1155,     0,                    , 
BKM2643,     0,                    , 
BKM3410,     0,                    , 
BKM3611,     0,                    , 
BKR3146,     0,                    , 
BKR3302,     0,                    , 
BKS1860,     0,                    , 
BKS2069,     0,                    , 
BKW1032,     0,                    , 
BLB1876,     0,                    , 
BLD2227,     0,                    , 
BLH3602,     0,                    , 
BLL3585,     0,                    , 
BLL3910,     0,                    , 
BLN0230,     0,                    , 
BLS1973,     0,                    , 
BLS3327,     0,                    , 
BLY1039,     0,                    , 
BMA1411,     0,                    , 
BMB0007,     0,                    , 
BMC3061,     0,                    , 
BMC3636,     0,                    , 
BMF2337,     0,                    , 
BMH0457,     0,                    , 
BMH1069,     0,                    , 
BMM0462,     0,                    , 
BMM3328,     0,                    , 
BMN0178,     0,                    , 
BMN3207,     0,                    , 
BMR1662,     0,                    , 
BMS0925,     0,                    , 
BMV1886,     0,                    , 
BNB3370,     0,                    , 
BNC1497,     0,                    , 
BNC3178,     0,                    , 
BNF1110,     0,                    , 
BNH2692,     0,                    , 
BNH3516,     0,                    , 
BNK0087,     0,                    , 
BNL1652,     0,                    , 
BNR2527,     0,                    , 
BNR3128,     0,                    , 
BNS2384,     0,                    , 
BNS3233,     0,                    , 
BNS3594,     0,                    , 
BNT0663,     0,                    , 
BNW3985,     0,                    , 
BOH1751,     0,                    , 
BOJ2179,     0,                    , 
BON0968,     0,                    , 
BOR2387,     0,                    , 
BOV1609,     0,                    , 
BPD2437,     0,                    , 
BPL3202,     0,                    , 
BPM3694,     0,                    , 
BPN3051,     0,                    , 
BPR1678,     0,                    , 
BQK2024,     0,                    , 
BQV1308,     0,                    , 
BQW1904,     0,                    , 
BRB2143,     0,                    , 
BRC1811,     0,                    , 
BRC3949,     0,                    , 
BRD3314,     0,                    , 
BRG3113,     0,                    , 
BRG3267,     0,                    , 
BRH1107,     0,                    , 
BRH2866,     0,                    , 
BRJ2151,     0,                    , 
BRM0143,     0,                    , 
BRM0843,     0,                    , 
BRN3289,     0,                    , 
BRR2899,     0,                    , 
BRS0333,     0,                    , 
BRW0963,     0,                    , 
BRW3552,     0,                    , 
BSB3083,     0,                    , 
BSM2288,     0,                    , 
BSM2844,     0,                    , 
BSS2956,     0,                    , 
BSS3551,     0,                    , 
BSV1499,     0,                    , 
BTB0489,     0,                    , 
BTG3468,     0,                    , 
BTR2026,     0,                    , 
BTV0644,     0,                    , 
BUS1727,     0,                    , 
BUS2399,     0,                    , 
BUW2717,     0,                    , 
BVB1673,     0,                    , 
BVC0009,     0,                    , 
BVD3974,     0,                    , 
BVK1096,     0,                    , 
BWA2593,     0,                    , 
BWC2534,     0,                    , 
BWG3220,     0,                    , 
BWJ0136,     0,                    , 
BWK0172,     0,                    , 
BWM2339,     0,                    , 
BWW1159,     0,                    , 
BXG1340,     0,                    , 
BXG3763,     0,                    , 
BXK2091,     0,                    , 
BXN0660,     0,                    , 
BXR3536,     0,                    , 
BXT2678,     0,                    , 
BXW1804,     0,                    , 
BYC3970,     0,                    , 
BYF3784,     0,                    , 
BYL2133,     0,                    , 
BYS3626,     0,                    , 
BZB3532,     0,                    , 
BZC3956,     0,                    , 
BZH1158,     0,                    , 
BZS1344,     0,                    , 
CAB3121,     0,                    , 
CAC0147,     0,                    , 
CAC1777,     0,                    , 
CAC3741,     0,                    , 
CAF1331,     0,                    , 
CAF3929,     0,                    , 
CAG0502,     0,                    , 
CAG0888,     0,                    , 
CAG1644,     0,                    , 
CAG2236,     0,                    , 
CAG2442,     0,                    , 
CAG3049,     0,                    , 
CAG3622,     0,                    , 
CAH1839,     0,                    , 
CAM0679,     0,                    , 
CAM1323,     0,                    , 
CAM2468,     0,                    , 
CAM3050,     0,                    , 
CAO3117,     0,                    , 
CAP1971,     0,                    , 
CAP2149,     0,                    , 
CAP2283,     0,                    , 
CAR0928,     0,                    , 
CAR0992,     0,                    , 
CAR2244,     0,                    , 
CAR2748,     0,                    , 
CAR2900,     0,                    , 
CAS0391,     0,                    , 
CAS1017,     0,                    , 
CAS1702,     0,                    , 
CAS3022,     0,                    , 
CAV1868,     0,                    , 
CBA1023,     0,                    , 
CBB2904,     0,                    , 
CBB3018,     0,                    , 
CBC0952,     0,                    , 
CBC3175,     0,                    , 
CBD0802,     0,                    , 
CBD3251,     0,                    , 
CBG1074,     0,                    , 
CBG1142,     0,                    , 
CBG2875,     0,                    , 
CBH0413,     0,                    , 
CBJ0683,     0,                    , 
CBJ2083,     0,                    , 
CBJ3719,     0,                    , 
CBL3631,     0,                    , 
CBM0060,     0,                    , 
CBM0410,     0,                    , 
CBM1814,     0,                    , 
CBM2858,     0,                    , 
CBR0121,     0,                    , 
CBR2229,     0,                    , 
CBS0951,     0,                    , 
CBW2427,     0,                    , 
CCB0547,     0,                    , 
CCB3055,     0,                    , 
CCB3173,     0,                    , 
CCB3943,     0,                    , 
CCC0491,     0,                    , 
CCD3168,     0,                    , 
CCE0745,     0,                    , 
CCF2298,     0,                    , 
CCF3529,     0,                    , 
CCG1025,     0,                    , 
CCG3254,     0,                    , 
CCH1508,     0,                    , 
CCH1724,     0,                    , 
CCH3489,     0,                    , 
CCL1770,     0,                    , 
CCL3272,     0,                    , 
CCM2207,     0,                    , 
CCM3075,     0,                    , 
CCN2726,     0,                    , 
CCS3575,     0,                    , 
CCT0020,     0,                    , 
CCT2165,     0,                    , 
CCW2381,     0,                    , 
CCW3901,     0,                    , 
CDA2295,     0,                    , 
CDB2017,     0,                    , 
CDB2947,     0,                    , 
CDB3222,     0,                    , 
CDC3413,     0,                    , 
CDD0127,     0,                    , 
CDE1846,     0,                    , 
CDL0867,     0,                    , 
CDL2145,     0,                    , 
CDM0538,     0,                    , 
CDM1097,     0,                    , 
CDM2075,     0,                    , 
CDP0340,     0,                    , 
CDP2892,     0,                    , 
CDS1579,     0,                    , 
CDS2792,     0,                    , 
CDS3824,     0,                    , 
CDW0886,     0,                    , 
CDW0986,     0,                    , 
CDW2000,     0,                    , 
CDY3409,     0,                    , 
CEB3714,     0,                    , 
CEC1352,     0,                    , 
CED2356,     0,                    , 
CEM1852,     0,                    , 
CER0228,     0,                    , 
CET3786,     0,                    , 
CFL0156,     0,                    , 
CFP3418,     0,                    , 
CFR1166,     0,                    , 
CFR1523,     0,                    , 
CFS1611,     0,                    , 
CGB2215,     0,                    , 
CGB3928,     0,                    , 
CGC1132,     0,                    , 
CGG2688,     0,                    , 
CGG3388,     0,                    , 
CGM0035,     0,                    , 
CGM2036,     0,                    , 
CGM3124,     0,                    , 
CGT3148,     0,                    , 
CGW0692,     0,                    , 
CGW3093,     0,                    , 
CHA3190,     0,                    , 
CHB0996,     0,                    , 
CHB1062,     0,                    , 
CHB3396,     0,                    , 
CHB3647,     0,                    , 
CHC0252,     0,                    , 
CHF1005,     0,                    , 
CHH2272,     0,                    , 
CHH3583,     0,                    , 
CHL2644,     0,                    , 
CHL3430,     0,                    , 
CHM1561,     0,                    , 
CHM2081,     0,                    , 
CHS2323,     0,                    , 
CHU3211,     0,                    , 
CHV0509,     0,                    , 
CHW2893,     0,                    , 
CHY0083,     0,                    , 
CID3640,     0,                    , 
CID3774,     0,                    , 
CIG1277,     0,                    , 
CIG2684,     0,                    , 
CIG3191,     0,                    , 
CIG3459,     0,                    , 
CIH0995,     0,                    , 
CIJ3941,     0,                    , 
CIR1367,     0,                    , 
CIS3471,     0,                    , 
CIS3505,     0,                    , 
CIT0310,     0,                    , 
CIV0935,     0,                    , 
CIY1654,     0,                    , 
CJB3470,     0,                    , 
CJC1433,     0,                    , 
CJC2371,     0,                    , 
CJF1934,     0,                    , 
CJG3002,     0,                    , 
CJH0382,     0,                    , 
CJH2330,     0,                    , 
CJH2411,     0,                    , 
CJH2921,     0,                    , 
CJH3136,     0,                    , 
CJH3630,     0,                    , 
CJJ1491,     0,                    , 
CJM0273,     0,                    , 
CJM0584,     0,                    , 
CJM2961,     0,                    , 
CJM3315,     0,                    , 
CJM3543,     0,                    , 
CJS1932,     0,                    , 
CJS1986,     0,                    , 
CJT1106,     0,                    , 
CJW0376,     0,                    , 
CJW2087,     0,                    , 
CJY2951,     0,                    , 
CKB0169,     0,                    , 
CKB0596,     0,                    , 
CKB3645,     0,                    , 
CKB3745,     0,                    , 
CKC3072,     0,                    , 
CKC3767,     0,                    , 
CKD3861,     0,                    , 
CKG1972,     0,                    , 
CKG3838,     0,                    , 
CKH0705,     0,                    , 
CKH0799,     0,                    , 
CKH2230,     0,                    , 
CKH2797,     0,                    , 
CKL0697,     0,                    , 
CKL3556,     0,                    , 
CKM0405,     0,                    , 
CKM0508,     0,                    , 
CKP0265,     0,                    , 
CKP0659,     0,                    , 
CKP3600,     0,                    , 
CKR2586,     0,                    , 
CLA1285,     0,                    , 
CLC1272,     0,                    , 
CLD1641,     0,                    , 
CLE3098,     0,                    , 
CLG3616,     0,                    , 
CLH0733,     0,                    , 
CLM1874,     0,                    , 
CLM2776,     0,                    , 
CLR1239,     0,                    , 
CLR2407,     0,                    , 
CLS3806,     0,                    , 
CMA1475,     0,                    , 
CMA2616,     0,                    , 
CMB2034,     0,                    , 
CMB3499,     0,                    , 
CMC1642,     0,                    , 
CMD0613,     0,                    , 
CMH0776,     0,                    , 
CMH2342,     0,                    , 
CMH3077,     0,                    , 
CMM0764,     0,                    , 
CMM1068,     0,                    , 
CMM3674,     0,                    , 
CMM3702,     0,                    , 
CMM3753,     0,                    , 
CMO2396,     0,                    , 
CMP2946,     1, 2011-02-07 12:28:06, 2011-03-04 12:30:25
CMR1470,     0,                    , 
CMS0010,     0,                    , 
CMS1900,     0,                    , 
CMS2897,     0,                    , 
CMT0267,     0,                    , 
CMW0437,     0,                    , 
CNB1131,     0,                    , 
CNC1177,     0,                    , 
CND3037,     0,                    , 
CNE2161,     0,                    , 
CNF0212,     0,                    , 
CNH3475,     0,                    , 
CNK1711,     0,                    , 
CNP1183,     0,                    , 
CNR1031,     0,                    , 
CNS2548,     0,                    , 
CNT0946,     0,                    , 
CNT1188,     0,                    , 
CNW2408,     0,                    , 
COB0461,     0,                    , 
COD2351,     0,                    , 
COK3383,     0,                    , 
COW3840,     0,                    , 
CPC0724,     0,                    , 
CPM1627,     0,                    , 
CPP0623,     0,                    , 
CPP2909,     0,                    , 
CPR1800,     0,                    , 
CPT1533,     0,                    , 
CQA3849,     0,                    , 
CQC0997,     0,                    , 
CQH1505,     0,                    , 
CQS2883,     0,                    , 
CRC0348,     0,                    , 
CRC0595,     0,                    , 
CRC2747,     0,                    , 
CRE2652,     0,                    , 
CRH3848,     0,                    , 
CRJ3070,     0,                    , 
CRL2357,     0,                    , 
CRL3842,     0,                    , 
CRM0139,     0,                    , 
CRP1186,     0,                    , 
CRP1915,     0,                    , 
CRP2489,     0,                    , 
CRP3682,     0,                    , 
CRT2273,     0,                    , 
CSB0827,     0,                    , 
CSB1660,     0,                    , 
CSB2910,     0,                    , 
CSB3932,     0,                    , 
CSC0233,     0,                    , 
CSC3074,     0,                    , 
CSE1265,     0,                    , 
CSG0135,     0,                    , 
CSG1600,     0,                    , 
CSL0428,     0,                    , 
CSL2055,     0,                    , 
CSM1212,     0,                    , 
CSM1554,     0,                    , 
CSM1565,     0,                    , 
CSM2819,     0,                    , 
CSM3502,     0,                    , 
CSP0483,     0,                    , 
CSP2186,     0,                    , 
CSP3434,     0,                    , 
CSR0612,     0,                    , 
CSR1682,     0,                    , 
CSR3140,     0,                    , 
CSR3225,     0,                    , 
CSS1313,     0,                    , 
CST2863,     0,                    , 
CSV3305,     0,                    , 
CSW3811,     0,                    , 
CTB3481,     0,                    , 
CTC0421,     0,                    , 
CTC0859,     0,                    , 
CTD1850,     0,                    , 
CTG3770,     0,                    , 
CTH0626,     0,                    , 
CTH0737,     0,                    , 
CTH0915,     0,                    , 
CTH2220,     0,                    , 
CTH3020,     0,                    , 
CTJ0669,     0,                    , 
CTJ2794,     0,                    , 
CTK0947,     0,                    , 
CTM1961,     0,                    , 
CTP2225,     0,                    , 
CTP3877,     0,                    , 
CTW2038,     0,                    , 
CUL3015,     0,                    , 
CUM2335,     0,                    , 
CUP2764,     0,                    , 
CUQ3097,     0,                    , 
CVB2703,     0,                    , 
CWA2549,     0,                    , 
CWA2554,     0,                    , 
CWB1463,     0,                    , 
CWC0490,     0,                    , 
CWF1289,     0,                    , 
CWH0038,     0,                    , 
CWH3033,     0,                    , 
CWH3487,     0,                    , 
CWK2870,     0,                    , 
CWL0561,     0,                    , 
CWP1829,     0,                    , 
CWR0043,     0,                    , 
CWR0117,     0,                    , 
CWT3747,     0,                    , 
CXB2183,     0,                    , 
CXK3433,     0,                    , 
CXM1821,     0,                    , 
CYO1575,     0,                    , 
CZB3718,     0,                    , 
CZT2970,     0,                    , 
DAB0166,     0,                    , 
DAB2580,     0,                    , 
DAB3255,     0,                    , 
DAD1785,     0,                    , 
DAD2620,     0,                    , 
DAE1437,     0,                    , 
DAF3096,     0,                    , 
DAH2506,     0,                    , 
DAH3324,     0,                    , 
DAH3331,     0,                    , 
DAL1943,     0,                    , 
DAM0096,     0,                    , 
DAM2705,     0,                    , 
DAM2837,     0,                    , 
DAM2954,     0,                    , 
DAM3359,     0,                    , 
DAM3691,     0,                    , 
DAR0388,     0,                    , 
DAR0709,     0,                    , 
DAR3637,     0,                    , 
DAS1955,     0,                    , 
DAS3775,     0,                    , 
DAT1981,     0,                    , 
DBB3846,     0,                    , 
DBC1073,     0,                    , 
DBC1152,     0,                    , 
DBC3871,     0,                    , 
DBF3582,     0,                    , 
DBF3635,     0,                    , 
DBG0477,     0,                    , 
DBG3320,     0,                    , 
DBG3727,     0,                    , 
DBH1596,     0,                    , 
DBL2605,     0,                    , 
DBR1558,     0,                    , 
DBR1798,     0,                    , 
DBS0880,     0,                    , 
DBS1363,     0,                    , 
DBT0141,     0,                    , 
DBV2736,     0,                    , 
DBW3679,     0,                    , 
DCB0401,     0,                    , 
DCB3597,     0,                    , 
DCC1431,     0,                    , 
DCC2999,     0,                    , 
DCC3689,     0,                    , 
DCF2185,     0,                    , 
DCG2203,     0,                    , 
DCM3288,     0,                    , 
DCM3596,     0,                    , 
DCR1531,     0,                    , 
DCW0174,     0,                    , 
DCW1901,     0,                    , 
DCW2405,     0,                    , 
DDC0980,     0,                    , 
DDF2937,     0,                    , 
DDG0528,     0,                    , 
DDG1703,     0,                    , 
DDG1822,     0,                    , 
DDH1041,     0,                    , 
DDL3007,     0,                    , 
DDS3149,     0,                    , 
DDW3361,     0,                    , 
DEF0998,     0,                    , 
